Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-00571-7503;10 EAST 14 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;7;1930;3297;24.3;10;-9284.520463;2400999;104.03
1-00571-7505;8 UNION SQUARE SOUTH;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;20;2006;1816.5;47.31;14.17;-16911.19434;9045002;248.97
1-00572-7501;12 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;23;1952;576.3478261;29.14;11.3;-53487.32776;1672000;126.13
1-00572-7502;30 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R2-CONDOMINIUM;18;1900;799.8888889;29.14;11.12;-38674.65352;1947004;135.23
1-00573-7502;69 WEST 9 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;119;1959;792.0168067;26.92;11;-39195.56496;10842000;115.03
1-00575-7501;53 WEST 11 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;15;1900;625.3333333;26.3;9.89;-49816.09822;1114000;118.76
1-00575-7502;31 WEST 11 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;17;1912;2006.941176;26.3;9.89;-15575.83634;3882996;113.81
1-00576-7501;60 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;70;1966;1171.671429;28.77;11.3;-26771.93203;10760004;131.19
1-00576-7502;59 WEST 12 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;105;1931;1067.142857;38.32;13.12;-29495.60896;21367002;190.69
1-00576-7503;8 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R9-CONDOMINIUM;30;1910;1138.933333;29.99;12.57;-27731.3413;4458000;130.47
1-00577-7502;65 WEST 13 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;77;1906;2614.675325;33.7;11.21;-12120.91965;33612001;166.95
1-00577-7504;14 WEST 14 STREET;GREENWICH VILLAGE-CENTRAL;R4-CONDOMINIUM;30;2008;1105.666667;51.18;14.14;-28761.28135;9230999;278.29
1-00584-7501;442 HUDSON STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;169;1925;595.4615385;27.1;11;-53586.18245;11693000;116.19
1-00587-7501;76 BEDFORD STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;30;1929;644;26.56;11;-49715.26584;2174002;112.53
1-00589-7501;2 CORNELIA STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;43;1929;1541.44186;30.43;11.53;-20840.71582;9369003;141.35
1-00590-7502;9 BARROW STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;86;1930;1040.813953;28.86;11.35;-30968.90873;10703000;119.57
1-00592-7501;1 SHERIDAN SQUARE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;45;1900;477.6444444;29.33;11.5;-67709.34583;2673000;124.36
1-00593-7501;10 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;30;1910;724.6;27.02;10.77;-44782.1052;2550000;117.31
1-00593-7502;147 WAVERLY PLACE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;18;1915;2490;29.33;8.5;-13075.19437;7003000;156.25
1-00594-7502;20 RENWICK STREET;SOHO;R2-CONDOMINIUM;10;1890;590.7;24.96;10.27;-55299.39824;632000;106.99
1-00594-7503;505 GREENWICH STREET;SOHO;R4-CONDOMINIUM;104;2003;1891.298077;43.17;13.5;-17328.56153;43975002;223.57
1-00594-7504;491 GREENWICH STREET;SOHO;R4-CONDOMINIUM;22;1915;2958.409091;43.17;14.17;-11114.62095;14222002;218.51
1-00594-7505;255 HUDSON STREET;SOHO;R4-CONDOMINIUM;64;2005;1472.28125;40.32;13;-22407.21072;19452008;206.44
1-00594-7506;304 SPRING STREET;SOHO;R4-CONDOMINIUM;13;2005;2275.307692;44.05;13;-14546.53227;6915997;233.81
1-00594-7508;475 GREENWICH STREET;SOHO;R4-CONDOMINIUM;21;2007;1904.761905;37.13;10;-17433.12759;7985000;199.63
1-00594-7509;22 RENWICK STREET;SOHO;R4-CONDOMINIUM;19;2008;1663.578947;41.2;8.96;-20025.54669;7696000;243.48
1-00595-7502;468 GREENWICH STREET;SOHO;R4-CONDOMINIUM;12;1920;2070.833333;37.13;10;-16139.4922;4961001;199.64
1-00595-7503;459 WASHINGTON STREET;SOHO;R4-CONDOMINIUM;12;1920;2634.416667;26.9;11;-12727.79641;3632000;114.89
1-00595-7504;330 SPRING STREET;SOHO;R4-CONDOMINIUM;40;2005;1721.625;42.02;12.82;-19538.7727;15175997;220.37
1-00597-7501;95 VANDAM STREET;SOHO;R4-CONDOMINIUM;10;1901;1953.3;25.03;10.5;-17276.69078;2067000;105.82
1-00597-7502;104 CHARLTON STREET;SOHO;R4-CONDOMINIUM;14;1920;2280.714286;29.55;11.12;-14843.89381;4412002;138.18
1-00601-7501;421 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;184;1920;1153.434783;33.2;12;-29444.92547;33435001;157.54
1-00601-7502;43 CLARKSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;6;1900;4333.333333;33.2;11;-7862.52041;4297001;165.27
1-00602-7501;1 MORTON SQUARE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;142;2002;2183.098592;45.01;14.2;-15656.20648;71871998;231.85
1-00604-7501;162 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;83;1920;1062.975904;31.78;11.8;-32255.82326;13147005;149.01
1-00608-7501;175 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;214;1961;771.7757009;40.26;13.62;-44566.42442;31141996;188.56
1-00609-7502;116 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;19;1912;3079.315789;28.77;6.04;-11204.89302;7468999;127.66
1-00610-7501;45 CHRISTOPHER STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;113;1931;1068.345133;37.01;8.63;-32397.32507;25215996;208.87
1-00612-7501;22 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;21;1987;894.2857143;42.72;9.69;-38823.88431;4679002;249.15
1-00612-7502;25 CHARLES STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;30;1910;657.1666667;36.21;15.17;-52996.85367;3059000;155.16
1-00612-7503;259 WEST 4 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;25;1905;559.88;37.82;9.1;-62398.88231;3043000;217.4
1-00612-7504;15 CHARLES STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;122;1964;759.147541;38.87;13.39;-46162.3135;16715003;180.48
1-00612-7505;28 PERRY STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;17;1900;571.7647059;37.27;11.56;-61480.0581;1837998;189.09
1-00616-7501;2 HORATIO STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;241;1931;867.2655602;28.72;10.25;-40656.8063;28993000;138.72
1-00618-7501;222 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;132;1987;769.9545455;43.45;10.97;-45935.65771;24869001;244.69
1-00618-7503;218 WEST 14 STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;10;1910;873.9;41.68;12.96;-40595.59333;1770999;202.65
1-00618-7504;122 GREENWICH AVENUE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;30;2008;2071.266667;40.07;11.02;-17180.11984;13623998;219.25
1-00619-7502;204 WEST 10 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;29;1910;454.3793103;32.37;9.48;-78552.71865;2245000;170.37
1-00620-7501;534 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;22;1998;1886.636364;41.28;7.99;-18976.02069;10434002;251.39
1-00620-7502;223 WEST 10 STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;40;1893;553.925;32.66;11.34;-64826.41375;3513999;158.6
1-00621-7503;382 BLEECKER STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;21;1914;649.9047619;38.57;12.37;-55419.03045;2705002;198.2
1-00623-7501;295 WEST 11 STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;60;1920;543.9666667;39.83;11.57;-66410.70962;6972000;213.62
1-00624-7502;69 BANK STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;15;1983;1829.866667;37.59;10.36;-19801.07816;5494000;200.16
1-00624-7503;302 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;128;1910;1085.421875;35.43;10.25;-33481.40875;25860004;186.13
1-00624-7504;419 BLEECKER STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;87;1939;863.8390805;39.83;11.57;-42194.86573;16055000;213.63
1-00625-7501;299 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;181;1930;879.9337017;30.15;10.2;-41545.96477;23793996;149.4
1-00629-7501;321 WEST 13 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;21;1907;1443.428571;39.83;11.57;-25401.89093;6474999;213.61
1-00629-7502;350 WEST 14 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;49;1962;670.6734694;36.03;8.62;-54831.35589;6645001;202.2
1-00629-7503;345 WEST 13 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;47;1920;2635.765957;44.08;12.28;-13992.91775;29664004;239.46
1-00629-7504;77 8 AVENUE;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;11;1920;2129.545455;42.87;10.42;-17369.98697;5733001;244.74
1-00630-7502;513 HUDSON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;8;1988;1016.125;44.36;11.94;-36509.58037;1860000;228.81
1-00631-7501;712 GREENWICH STREET;GREENWICH VILLAGE-WEST;R9-CONDOMINIUM;20;1910;2697.15;28.92;10.2;-13794.71587;7062000;130.92
1-00631-7502;677 WASHINGTON STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;77;1987;950.3376623;46.45;12.96;-39264.50561;18422001;251.75
1-00632-7503;132 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;9;1990;2554.555556;41.6;9.08;-14649.38155;5291999;230.18
1-00635-7501;33 BETHUNE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1930;1766.958333;39.83;11.57;-21240.33084;9059003;213.62
1-00636-7501;296 WEST 10 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1997;1619.625;52.34;14.76;-23239.26843;10926999;281.11
1-00636-7502;3 WEEHAWKEN STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;20;1900;592.6;41.06;12.22;-63697.30121;2581004;217.77
1-00637-7501;155 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;32;1913;1522.125;39.83;11.57;-24869.92938;10405004;213.62
1-00637-7502;366 WEST 11 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;81;1987;743.2098765;52.34;14.76;-51080.13632;16921999;281.1
1-00637-7504;176 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;23;2001;3832.217391;49.02;14.57;-9934.557067;22767000;258.3
1-00637-7505;165 CHARLES STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;29;2004;2490.517241;52.34;14.76;-15329.94925;20302010;281.09
1-00637-7508;166 PERRY STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;20;1905;2431;48.54;10.18;-15749.74228;14003001;288.01
1-00638-7501;164 BANK STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;24;1988;916.2916667;41.6;9.08;-41903.40852;5398996;245.51
1-00638-7502;359 WEST 11 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;18;1999;2178.5;41.6;9.08;-17674.48455;9626999;245.51
1-00640-7501;400 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;61;2007;2910.655738;57.46;15.4;-13265.73412;55613000;313.22
1-00641-7501;88 JANE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;27;1910;760.962963;38.43;8.93;-50883.03582;4585999;223.21
1-00641-7503;385 WEST 12 STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;12;2007;4074.166667;51.68;13.9;-9530.348028;13823000;282.74
1-00642-7502;99 JANE STREET;GREENWICH VILLAGE-WEST;R4-CONDOMINIUM;84;1997;1753.988095;42.84;11.51;-22198.75205;34817007;236.31
1-00643-7501;77 HORATIO STREET;GREENWICH VILLAGE-WEST;R2-CONDOMINIUM;12;1910;939.1666667;42.4;11.26;-41573.52338;2648000;234.96
1-00690-7501;520 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;25;2007;2706.84;39.9;8.98;-14464.31556;15815004;233.7
1-00691-7501;100 11 AVENUE;CHELSEA;R4-CONDOMINIUM;55;2007;2497.145455;40.05;12.12;-15722.23533;28938995;210.71
1-00693-7501;532 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;12;1930;2350.583333;39.83;11.57;-16748.53577;6025999;213.63
1-00694-7501;525 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;30;1930;2409.133333;39.83;11.57;-16386.36976;15438999;213.62
1-00695-7502;521 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;6;1914;3950.333333;39.83;11.57;-10020.69112;4740999;200.03
1-00695-7503;555 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;336;2005;809.827381;43.52;12.16;-49014.3846;64280006;236.23
1-00695-7504;231 10 AVENUE;CHELSEA;R4-CONDOMINIUM;22;2004;2257.181818;44.7;11.93;-17633.18796;12247999;246.65
1-00695-7505;519 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;2005;2181.818182;45.61;7.8;-18291.82292;6825003;284.38
1-00695-7506;200 11 AVENUE;CHELSEA;R4-CONDOMINIUM;16;2007;3810.25;36.14;9.86;-10502.60544;11817000;193.84
1-00696-7502;245 10 AVENUE;CHELSEA;R4-CONDOMINIUM;18;2007;2735.444444;33.69;10.95;-14668.79469;8298001;168.53
1-00714-7501;450 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;181;2006;956.3535912;44.97;12.98;-42069.99782;41672990;240.75
1-00714-7501;450 WEST 17 STREET;CHELSEA;RR-CONDOMINIUM;288;2006;918.0625;26.62;10.22;-43942.44842;21450000;81.13
1-00716-7501;444 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;42;1900;1187.904762;47.77;7.55;-34051.58048;15070997;302.07
1-00716-7502;452 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;20;1920;1146;36.12;11.43;-35391.06035;4176999;182.24
1-00716-7503;447 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;47;2007;1786.170213;42.2;12.78;-22767.30147;18637000;222
1-00716-7504;459 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;10;2007;2661.5;42.2;12.78;-15320.08126;5550003;208.53
1-00716-7505;456 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;22;2008;2295;50.49;10.87;-17813.73282;15008000;297.25
1-00717-7501;445 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;71;1989;765.5633803;42.2;12.78;-53543.10099;12067006;222
1-00718-7501;177 9 AVENUE;CHELSEA;R9-CONDOMINIUM;54;2008;2094.111111;47.2;11.07;-19625.87263;30696000;271.45
1-00720-7501;420 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;39;1985;959.7692308;40.48;13.11;-42934.15248;7293015;194.84
1-00720-7502;468 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;1900;764.3636364;33.61;13.48;-54051.49734;1256998;149.5
1-00721-7501;465 WEST 23 STREET;CHELSEA;R9-CONDOMINIUM;713;1920;865.3085554;44.93;18.21;-47870.92345;124062000;201.08
1-00722-7501;420 WEST 25 STREET;CHELSEA;R4-CONDOMINIUM;79;1912;1234.177215;44.05;16.03;-33650.95358;20571999;210.99
1-00723-7501;263 9 AVENUE;CHELSEA;R4-CONDOMINIUM;52;1914;1847.846154;41.11;8.6;-22533.99756;23590005;245.5
1-00734-7501;438 WEST 37 STREET;JAVITS CENTER;R4-CONDOMINIUM;52;1915;2130.75;27.06;9.73;-19592.85758;13859998;125.09
1-00738-7501;85 8 AVENUE;CHELSEA;R9-CONDOMINIUM;117;1973;948.6752137;37.77;12.15;-44120.05419;21527000;193.95
1-00738-7502;366 WEST 15 STREET;CHELSEA;R4-CONDOMINIUM;22;1905;1700.090909;39.83;11.57;-24683.22263;7990000;213.62
1-00745-7502;360 WEST 22 STREET;CHELSEA;R9-CONDOMINIUM;218;1963;902.3899083;31.23;6.99;-46622.68778;35605000;180.99
1-00745-7503;225 8 AVENUE;CHELSEA;R9-CONDOMINIUM;70;1998;952.4;39.15;10.08;-44288.07592;14657000;219.85
1-00746-7502;344 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;44;1985;1225.840909;40.13;9.97;-34497.20413;12294001;227.93
1-00746-7503;249 8 AVENUE;CHELSEA;R9-CONDOMINIUM;221;1931;686.8099548;29.52;6.2;-61729.16442;26540000;174.85
1-00746-7504;305 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;26;1920;1188.769231;39.83;11.57;-35754.90017;6602999;213.63
1-00746-7505;322 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;11;1911;1462.090909;42.72;9.69;-29144.86745;4006999;249.14
1-00746-7506;312 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;77;1948;467.5324675;39.83;11.57;-91374.54458;7689994;213.61
1-00746-7507;350 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;14;1910;2317.857143;43.11;10.62;-18477.70773;7906999;243.67
1-00751-7501;360 WEST 28 STREET;CHELSEA;R4-CONDOMINIUM;17;2002;910.5882353;39.9;8.98;-47152.82467;3618000;233.72
1-00760-7501;315 WEST 36 STREET;FASHION;R4-CONDOMINIUM;20;1926;1598.1;36.01;9.9;-26935.06537;6157002;192.64
1-00762-7501;319 WEST 38 STREET;FASHION;R2-CONDOMINIUM;16;1920;730.3125;30.29;8.48;-59088.47037;1908001;163.29
1-00762-7502;502 9 AVENUE;FASHION;R4-CONDOMINIUM;36;2005;949.1111111;38.12;10.72;-45580.72134;7085000;207.36
1-00764-7501;217 WEST 14 STREET;CHELSEA;R2-CONDOMINIUM;22;1930;749;35.71;11.71;-57902.92341;2921999;177.33
1-00764-7502;221 WEST 14 STREET;CHELSEA;R2-CONDOMINIUM;34;1930;587.6176471;35.71;11.71;-73989.28606;3543001;177.34
1-00766-7501;252 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;16;1985;1232.375;38.49;8.42;-35367.10072;4485999;227.51
1-00766-7502;124 8 AVENUE;CHELSEA;R4-CONDOMINIUM;156;1989;908.1602564;39.07;15.1;-48112.26983;25409983;179.36
1-00766-7503;206 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;11;1910;5664;39.27;8.66;-7733.363675;14422000;231.48
1-00766-7504;246 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;31;1926;2200.193548;38.28;11.35;-19957.28624;13900001;203.79
1-00767-7502;257 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;32;1907;2609.96875;38.79;10.55;-16865.341;10274000;123.01
1-00767-7503;201 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;37;2000;1722.243243;42.2;12.78;-25621.31319;14147000;222.01
1-00767-7504;224 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;31;2002;1698.225806;47.16;10.19;-26047.33359;11990012;227.75
1-00768-7501;210 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;69;1939;749.5217391;38.49;8.42;-59160.89197;10844996;209.7
1-00768-7502;140 7 AVENUE;CHELSEA;R4-CONDOMINIUM;109;1962;915.1376147;38.49;8.42;-48572.47094;15289997;153.28
1-00768-7504;270 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;14;2004;1646.571429;38.06;9.03;-27061.45325;5064999;219.72
1-00769-7503;160 7 AVENUE;CHELSEA;R9-CONDOMINIUM;197;1980;594.3857868;39.41;7.69;-75147.71938;27000000;230.58
1-00769-7505;251 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;43;1910;1910.488372;39.03;9.61;-23436.34095;17850002;217.28
1-00769-7506;217 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;12;2002;2781.5;38.09;9.67;-16136.2493;7178998;215.08
1-00769-7508;241 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;19;2006;1462.315789;36.9;10.68;-30767.01921;5363000;193.02
1-00773-7501;200 WEST 24 STREET;CHELSEA;R4-CONDOMINIUM;20;2004;1848.35;39.55;11.73;-24399.71788;7775001;210.32
1-00773-7502;213 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;12;1900;3733.333333;36.86;12.94;-12109.10869;7889998;176.12
1-00774-7501;252 7 AVENUE;CHELSEA;R4-CONDOMINIUM;351;1910;1574.584046;44.63;9.77;-28779.32097;145023999;262.4
1-00778-7501;261 WEST 28 STREET;FASHION;R4-CONDOMINIUM;52;2006;1288.038462;36.9;10.68;-35265.70172;12928998;193.03
1-00779-7501;252 WEST 30 STREET;FASHION;R4-CONDOMINIUM;24;1927;2191.583333;35.57;11.87;-20775.71045;9213001;175.16
1-00780-7501;406 8 AVENUE;FASHION;R4-CONDOMINIUM;29;1986;926.3448276;35.57;11.87;-49268.71717;4704995;175.14
1-00790-7502;125 WEST 14 STREET;CHELSEA;RR-CONDOMINIUM;213;2001;846.3896714;48.36;11.56;-54050.68542;46757000;259.36
1-00790-7502;120 WEST 15 STREET;CHELSEA;RR-CONDOMINIUM;62;2001;1578.483871;35.28;8.03;-29050.70066;19721000;201.51
1-00792-7503;130 WEST 17 STREET;CHELSEA;R9-CONDOMINIUM;14;1906;2260.714286;29.53;11.12;-20331.70811;4015000;126.86
1-00792-7504;101 7 AVENUE;CHELSEA;R9-CONDOMINIUM;155;1930;892.3870968;35.36;12.38;-51628.15969;23500000;169.9
1-00793-7501;117 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;35;1900;1759.2;31.35;10.69;-26250.80952;9494998;154.21
1-00793-7502;120 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;9;1907;2190.333333;38.43;8.93;-21133.10516;4122000;209.1
1-00793-7505;151 WEST 17 STREET;CHELSEA;R4-CONDOMINIUM;51;2001;2186.54902;37.79;7.59;-21219.12877;25494003;228.62
1-00793-7506;144 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;18;1910;3039.333333;39.83;11.57;-15300.98238;11686998;213.63
1-00793-7508;127 7 AVENUE;CHELSEA;R4-CONDOMINIUM;38;2008;1864.210526;49.41;10.94;-25004.09995;19178001;270.72
1-00794-7501;130 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;64;2005;1843.75;42.03;11.53;-25340.21797;25460999;215.77
1-00794-7502;163 WEST 18 STREET;CHELSEA;R4-CONDOMINIUM;26;2006;1748.346154;41.77;8.81;-26784.82595;11309001;248.78
1-00795-7501;121 WEST 19 STREET;CHELSEA;R4-CONDOMINIUM;67;1903;1791.791045;48.32;12.99;-26195.72641;31818001;265.04
1-00796-7501;179 7 AVENUE;CHELSEA;R4-CONDOMINIUM;45;1987;706.6666667;35.44;10.46;-66573.66304;5871998;184.65
1-00796-7502;121 WEST 20 STREET;CHELSEA;R4-CONDOMINIUM;28;1875;1474.785714;39.83;11.57;-31973.12576;8821002;213.61
1-00796-7503;129 WEST 20 STREET;CHELSEA;R4-CONDOMINIUM;15;1905;2139;39.83;11.57;-22095.19853;6854000;213.62
1-00796-7504;655 6 AVENUE;CHELSEA;R4-CONDOMINIUM;49;1900;1732.44898;48.32;12.99;-27342.65238;20680008;243.61
1-00797-7501;125 WEST 21 STREET;CHELSEA;R4-CONDOMINIUM;52;2006;1488.826923;45.21;10.5;-31889.44937;18963992;244.95
1-00797-7502;126 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;22;1911;2656.772727;38.79;10.55;-17911.20138;12487002;213.64
1-00797-7503;132 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;6;1913;2872.333333;37.97;10.64;-16604.65773;3258000;189.04
1-00797-7505;146 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;13;2003;2848.846154;36.9;10.68;-16779.50646;6661653;179.87
1-00797-7507;140 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;52;1911;1315.288462;42.26;11.74;-36425.73807;15751002;230.29
1-00798-7502;215 7 AVENUE;CHELSEA;R4-CONDOMINIUM;120;1973;666.6666667;45.61;7.8;-72027.71034;22750980;284.39
1-00798-7503;140 WEST 23 STREET;CHELSEA;R4-CONDOMINIUM;20;1950;1406.2;33.37;7.61;-34224.57269;5381999;191.37
1-00798-7505;125 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;33;2006;2028.393939;41.77;8.81;-23779.75685;16653002;248.79
1-00798-7506;133 WEST 22 STREET;CHELSEA;R4-CONDOMINIUM;99;2008;1140.282828;37.79;7.59;-42395.47772;25807998;228.62
1-00799-7501;124 WEST 24 STREET;CHELSEA;R4-CONDOMINIUM;20;1920;1181.05;47.47;12.4;-41023.62795;6223001;263.45
1-00800-7501;245 7 AVENUE;CHELSEA;R4-CONDOMINIUM;33;1911;2300.878788;45.73;12.92;-21104.57821;18736999;246.77
1-00800-7502;108 WEST 25 STREET;CHELSEA;R4-CONDOMINIUM;10;1913;2710;46.28;11.57;-17958.37524;6639000;244.98
1-00800-7504;101 WEST 24 STREET;CHELSEA;R4-CONDOMINIUM;203;2006;1646.330049;46.9;13.14;-29626.69453;84787998;253.7
1-00801-7502;150 WEST 26 STREET;CHELSEA;R4-CONDOMINIUM;25;1922;1931.04;39.83;11.57;-25314.56521;10313002;213.63
1-00802-7501;144 WEST 27 STREET;CHELSEA;R4-CONDOMINIUM;24;1911;2924.208333;44.48;16.51;-16753.78529;14777002;210.56
1-00802-7502;291 7 AVENUE;CHELSEA;R4-CONDOMINIUM;8;1905;3542.375;39.83;11.57;-13860.66668;5672000;200.15
1-00803-7501;315 7 AVENUE;CHELSEA;R4-CONDOMINIUM;93;1926;1017.731183;46.11;12.26;-48350.48832;24090997;254.53
1-00803-7503;145 WEST 27 STREET;CHELSEA;R4-CONDOMINIUM;10;1902;1672;42.72;9.69;-29495.16761;3898001;233.13
1-00804-7502;111 WEST 28 STREET;FASHION;R4-CONDOMINIUM;10;1920;1429.5;34.65;12.14;-34574.35522;2386000;166.91
1-00805-7501;130 WEST 30 STREET;FASHION;R4-CONDOMINIUM;45;1929;2676.733333;48.22;14.32;-18504.70525;30635000;254.33
1-00807-7501;125 WEST 31 STREET;FASHION;RR-CONDOMINIUM;365;2005;936.8767123;45.05;11.24;-52984.8605;86741000;253.66
1-00807-7501;125 WEST 31 STREET;FASHION;R9-CONDOMINIUM;93;2005;815.0430108;44.38;10.03;-61037.76341;19624000;258.9
1-00807-7502;885 AVENUE OF THE AMERICA;FASHION;RR-CONDOMINIUM;337;2008;1024.611276;28.22;7.78;-48658.96383;50963000;147.59
1-00814-7501;1031 6 AVENUE;FASHION;R4-CONDOMINIUM;89;2004;1093.808989;42.36;11.51;-45679.49622;22658993;232.76
1-00816-7501;22 WEST 15 STREET;FLATIRON;R4-CONDOMINIUM;133;1989;1024.473684;40.42;9.93;-48876.5743;31389999;230.38
