Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-01466-7501;422 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;204;1990;1581.279412;40.81;10.06;-67631.42303;74924996;232.27
1-01467-7501;1356 1 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;28;1910;705.25;32.33;9.65;-151793.4029;3334000;168.84
1-01469-7501;401 EAST 74 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;251;1962;1088.083665;41.65;12.76;-98485.45787;59562000;218.09
1-01469-7502;433 EAST 74 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;11;2007;3043.636364;43.32;9.94;-35243.5461;8420000;251.49
1-01470-7501;404 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;181;1999;1104.972376;46.05;11.13;-97175.87643;52514989;262.57
1-01471-7501;435 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;26;1900;961.1153846;34.24;11.19;-111833.3775;4267999;170.8
1-01473-7501;404 EAST 79 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;208;1986;990.2980769;45.27;13.26;-108646.9849;49608999;240.84
1-01473-7502;460 EAST 79 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;120;1959;1182.875;34.11;10.3;-91050.21303;25052000;176.49
1-01473-7503;399 1 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;36;1910;587.3611111;31.34;8.01;-183548.3134;3683000;174.18
1-01473-7504;408 EAST 79 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;53;2004;2039.150943;43.03;11.57;-52922.64519;25080014;232.06
1-01483-7501;524 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;146;1989;1597.417808;39.33;10.29;-67625.00196;51212001;219.58
1-01484-7501;515 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;343;1985;1262.676385;47.51;12.29;-85638.33477;114577981;264.55
1-01487-7501;1420 YORK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;95;1956;526.7157895;34.32;10.9;-205502.9025;8682998;173.53
1-01487-7502;530 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;209;1986;1517.555024;45.27;13.26;-71397.57199;76387005;240.84
1-01491-7501;900 PARK AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;126;1973;1583.603175;35.4;11.02;-68488.03181;35962015;180.23
1-01491-7502;988 5 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;13;1926;3914.461538;47.25;17.1;-27734.58984;11527000;226.52
1-01492-7501;45 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;50;1987;2022.34;41.74;9.42;-53736.81267;24668998;243.96
1-01493-7501;1080 MADISON AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;31;1981;1625.290323;42.6;11.95;-66930.95059;9419308;186.95
1-01493-7502;22 EAST 82 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;9;1900;2105.444444;33.26;9.54;-51718.46123;3347001;176.63
1-01493-7503;1082 MADISON AVENUE;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;17;1910;1338.294118;34.66;9.29;-81445.82416;4274000;187.86
1-01493-7504;944 PARK AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;23;1929;2277.695652;36.34;11.05;-47902.18038;9766998;186.44
1-01495-7501;1114 MADISON AVENUE;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;56;1938;1492.75;43.36;11.5;-73163.42892;20066000;240.04
1-01496-7501;30 EAST 85 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;92;1987;1654.880435;43.41;9.82;-66060.86263;38529999;253.07
1-01497-7501;1049 5 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;54;1928;2598.055556;47.34;12.44;-42120.32702;36784000;262.19
1-01497-7501;1049 5 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;12;1928;317.6666667;41.12;10.69;-344823.9355;875997;229.8
1-01498-7501;55 EAST 86 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;46;1924;2125.369565;41.03;11.28;-51589.70588;21966005;224.68
1-01499-7501;60 EAST 88 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;18;1986;3349.333333;38.6;10.64;-32769.30075;12753001;211.53
1-01501-7501;1239 MADISON AVENUE;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;251;1969;1941.884462;28.36;8.62;-56575.67894;69200000;141.97
1-01503-7501;47 EAST 91 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;10;1920;4584.7;40.07;9.95;-23986.64088;10453999;228.02
1-01505-7501;55 EAST 93 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;29;1980;801.1034483;40.54;12;-137410.0601;5009001;215.61
1-01505-7502;40 EAST 94 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;215;1984;1391.018605;40.42;12.47;-79213.74534;63158009;211.18
1-01507-7501;14 EAST 96 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;17;1985;1507.823529;39.16;10.45;-73149.08673;4686004;182.81
1-01510-7501;1438 3 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;94;1985;1469.106383;43.41;9.82;-75150.46965;31019963;224.63
1-01511-7501;129 EAST 82 STREET;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;32;1916;1504.3125;34.24;11.19;-73463.56239;8222000;170.8
1-01511-7502;167 EAST 82 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;38;1929;1637.052632;34.85;6.67;-67572.8279;4352534;69.97
1-01512-7502;1474 3 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;30;1981;1997.7;37.73;8.42;-55427.94029;12900476;215.26
1-01513-7501;171 EAST 84 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;219;1987;1304.420091;40.68;11.76;-84969.95534;62412001;218.48
1-01513-7502;150 EAST 85 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;102;1986;810.1666667;37.99;8.8;-136940.5111;18040006;218.3
1-01514-7501;120 EAST 86 STREET;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;16;1920;943.8125;34.66;9.29;-117664.0042;2837000;187.87
1-01514-7502;150 EAST 86 STREET;UPPER EAST SIDE (79-96);RR-CONDOMINIUM;21;2007;3001.904762;42.71;10.32;-37030.115;13681000;217.02
1-01514-7502;150 EAST 86 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;98;2007;3007.142857;35.39;9.28;-37001.5674;43170195;146.49
1-01515-7501;108 EAST 87 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;65;1939;928.2307692;34.43;10.35;-119988.6099;10762001;178.37
1-01515-7502;120 EAST 87 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;219;1981;1581.136986;48.14;14.74;-70509.53915;78320012;226.18
1-01515-7503;170 EAST 87 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;234;1991;1465.811966;45.69;11.91;-76130.74757;87150002;254.08
1-01516-7501;153 EAST 87 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;42;1928;1194.190476;34.24;11.19;-93537.40762;8567001;170.81
1-01516-7502;115 EAST 87 STREET;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;198;1972;1492.792929;32.79;10;-74899.60577;50097000;169.49
1-01517-7501;111 EAST 88 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;59;1929;1218.016949;36.25;9.41;-91885.193;12274002;170.8
1-01518-7501;1354 LEXINGTON AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;104;1962;851.0576923;36.42;11.73;-131631.3148;16107997;181.99
1-01519-7501;181 EAST 90 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;94;2003;2121.670213;37.98;8.55;-52851.74051;44424998;222.75
1-01521-7501;134 EAST 93 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;30;1989;1435.333333;39.16;10.45;-78199.31547;9348997;217.12
1-01524-7501;1235 PARK AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;59;1928;1619.220339;37.78;15.99;-69385.37144;15758001;164.95
1-01524-7502;108 EAST 96 STREET;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;112;1985;937.0625;40;12.66;-120011.5523;21687000;206.64
1-01526-7501;201 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;100;1926;1947.47;43.28;12.68;-57801.37603;44901001;230.56
1-01526-7502;215 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;147;1963;1193.027211;32.79;10;-94444.25516;29724994;169.49
1-01527-7501;1441 3 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;61;1985;1623.590164;37.99;8.17;-69464.99763;18810027;189.93
1-01527-7502;215 EAST 81 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;40;1974;713.975;33.86;9.12;-158115.9108;5243001;183.58
1-01531-7501;205 EAST 85 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;165;2007;1662.890909;39.33;10.16;-67953.30192;60519001;220.57
1-01532-7501;225 EAST 86 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;60;1981;987.1333333;35.44;6.98;-114581.3283;12429999;209.87
1-01534-7501;200 EAST 89 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;253;1987;929.1264822;40.42;12.47;-121851.1917;49642005;211.18
1-01534-7502;237 EAST 88 STREET;UPPER EAST SIDE (79-96);R2-CONDOMINIUM;19;1920;452.6315789;42.64;14.78;-250365.4074;1806999;210.12
1-01536-7501;1601 3 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;1258;1975;1189.840223;37.42;10.6;-95333.31286;295182007;197.21
1-01539-7501;1801 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;290;1985;1350.92069;34.15;9.96;-84046.03736;70234998;179.28
1-01540-7501;206 EAST 95 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;43;1989;1001.511628;39.16;10.45;-113476.1177;9350000;217.11
1-01540-7502;212 EAST 95 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;22;2007;1704;40.54;12;-66758.0821;8082999;215.62
1-01543-7501;345 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;328;1973;1010.829268;37.33;11.31;-112644.04;63448001;191.37
1-01544-7501;350 EAST 82 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;149;1998;1432.342282;42.02;9.84;-79570.37535;51833004;242.87
1-01547-7501;1628 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;14;1915;565.7857143;34.66;9.29;-201631.3433;1488001;187.86
1-01548-7501;320 EAST 86 STREET;UPPER EAST SIDE (79-96);R9-CONDOMINIUM;27;1925;605.5555556;37.02;8.28;-188567.7591;3458000;211.5
1-01548-7502;305 EAST 85 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;59;2008;1801.457627;40.35;9.44;-63446.60733;24825001;233.57
1-01550-7501;360 EAST 88 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;163;1988;1676.871166;42.56;12.12;-68224.97611;62770002;229.65
1-01551-7501;348 EAST 89 STREET;UPPER EAST SIDE (79-96);R2-CONDOMINIUM;14;1915;596.0714286;34.89;8.53;-192112.2374;1628001;195.09
1-01552-7501;1724 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;26;1910;530.6153846;34.66;9.29;-216014.7249;2590998;187.81
1-01552-7502;1730 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;31;1987;825.5806452;40.54;12;-138967.4741;5518001;215.61
1-01554-7501;1760 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;154;2000;1180.655844;37.98;8.55;-97265.41231;40501003;222.75
1-01555-7501;1776 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;221;1987;996.4208145;40.27;10.34;-115357.9856;49801996;226.16
1-01557-7501;1838 2 AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;18;1987;975;40.54;12;-118003.3011;3784001;215.61
1-01557-7502;301 EAST 94 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;108;1989;1092.518519;32.62;12.4;-105409.0499;13937004;118.12
1-01562-7501;450 EAST 83 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;120;2005;1503.883333;39.03;10.29;-76647.87365;39226998;217.37
1-01564-7502;401 EAST 84 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;88;1986;1201.909091;41.74;9.42;-95995.26379;25802995;243.96
1-01565-7501;420 EAST 86 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;45;1935;1150;33.26;9.54;-100422.3485;9120001;176.23
1-01566-7501;455 EAST 86 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;142;1986;1178.394366;39.37;8.53;-98094.34319;39020997;233.2
1-01569-7501;402 EAST 90 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;82;1910;1335.365854;34.7;10.67;-86644.37657;19479000;177.89
1-01569-7502;401 EAST 89 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;197;1963;830.2893401;30.55;7.31;-139481.5721;28420997;173.76
1-01569-7503;400 EAST 90 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;128;1999;881.234375;36.39;8.98;-131540.696;22791005;202.05
1-01576-7501;510 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;91;1986;892.5604396;33.83;9.02;-129992.6576;14956004;184.14
1-01577-7501;520 EAST 81 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;163;1964;632.5644172;31.06;10.1;-183593.0397;16141004;156.54
1-01577-7502;525 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;68;1981;2020.632353;37.17;9.08;-57527.80535;28396000;206.66
1-01577-7503;507 EAST 80 STREET;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;16;1925;1143.125;34.85;6.67;-101782.9767;3813999;208.53
1-01578-7501;52 EAST END AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;82;1988;1439.658537;37.17;9.08;-80893.33881;24397008;206.66
1-01578-7502;48 EAST END AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;32;1910;402.75;34.85;6.67;-289427.4522;2688006;208.57
1-01580-7501;90 EAST END AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;40;1999;2984.9;41.74;9.42;-39088.42069;28159988;235.85
1-01584-7501;170 EAST END AVENUE;UPPER EAST SIDE (79-96);R4-CONDOMINIUM;97;2005;2767.051546;42.56;12.12;-42204.90495;60619993;225.85
1-01599-7501;1400 5 AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;129;2003;1267.286822;23.71;10.65;-92237.42093;15564004;95.2
1-01599-7502;40 WEST 116 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;248;2006;1593.306452;23.71;10.65;-73431.81749;37619038;95.2
1-01600-7501;130 LENOX AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;240;1999;1300.066667;23.31;10.48;-90078.07993;29210000;93.62
1-01602-7501;65 EAST 96 STREET;UPPER EAST SIDE (96-110);R4-CONDOMINIUM;60;1924;1811.666667;37.61;10.56;-64700.43957;21611000;198.81
1-01602-7502;21 EAST 96 STREET;UPPER EAST SIDE (96-110);R4-CONDOMINIUM;9;2005;3233.333333;29.6;5.7;-36285.69596;4894993;168.21
1-01607-7501;1200 5 AVENUE;UPPER EAST SIDE (96-110);R4-CONDOMINIUM;51;1928;2362.039216;37.61;10.56;-49716.3087;22660019;188.11
1-01613-7501;1255 5 AVENUE;UPPER EAST SIDE (96-110);R4-CONDOMINIUM;59;1925;1072.610169;31.66;12.41;-109583.141;9088000;143.61
1-01614-7501;1630 MADISON AVENUE;UPPER EAST SIDE (96-110);R4-CONDOMINIUM;11;2003;703.8181818;30.45;11.95;-167156.9661;1070999;138.34
1-01621-7501;1405 5 AVENUE;HARLEM-EAST;RR-CONDOMINIUM;17;2007;1039.176471;15.73;8.21;-113316.8771;909000;51.45
1-01621-7501;1405 5 AVENUE;HARLEM-EAST;RR-CONDOMINIUM;63;2007;1142.031746;17.26;8.9;-103205.8465;4343000;60.36
1-01621-7502;55 EAST 115 STREET;HARLEM-EAST;RR-CONDOMINIUM;55;2009;791.2;28.81;6.31;-149105.7553;1443453;33.17
1-01623-7501;1787 MADISON AVENUE;HARLEM-EAST;R9-CONDOMINIUM;152;2003;721.3552632;30.55;11.04;-163692.7048;16007000;145.99
1-01627-7501;158 EAST 100 STREET;HARLEM-EAST;R4-CONDOMINIUM;13;2004;487.8461538;34.66;9.29;-242266.3657;1190997;187.8
1-01630-7501;169 EAST 102 STREET;HARLEM-EAST;R2-CONDOMINIUM;17;1920;564.1176471;22.65;9.74;-209702.4191;905002;94.37
1-01630-7501;173 EAST 102 STREET;HARLEM-EAST;R2-CONDOMINIUM;17;1920;564.1176471;22.65;9.74;-209894.0823;905001;94.37
1-01630-7502;117 EAST 102 STREET;HARLEM-EAST;R4-CONDOMINIUM;11;2006;1107.636364;35.84;8.32;-106996.3756;2477002;203.3
1-01632-7501;165 EAST 104 STREET;HARLEM-EAST;R2-CONDOMINIUM;12;1910;640.8333333;25.54;10.9;-185104.5986;816002;106.11
1-01638-7501;161 EAST 110 STREET;HARLEM-EAST;R4-CONDOMINIUM;68;2006;966.1617647;26.85;7.5;-122887.6176;9188003;139.85
1-01644-7501;178 EAST 117 STREET;HARLEM-EAST;R4-CONDOMINIUM;22;2007;1610.681818;32.45;12.98;-73780.82792;5138000;145
1-01644-7502;160 EAST 117 STREET;HARLEM-EAST;R4-CONDOMINIUM;19;2007;1380.578947;31.66;12.41;-86156.2889;3767000;143.61
1-01646-7501;1865 2 AVENUE;HARLEM-EAST;RR-CONDOMINIUM;17;1987;1330.941176;5.92;2.96;-89450.74456;398000;17.59
1-01646-7502;215 EAST 96 STREET;HARLEM-EAST;RR-CONDOMINIUM;263;2005;917.9353612;41.54;10.38;-129815.0227;56522000;234.13
1-01646-7502;215 EAST 96 STREET;HARLEM-EAST;R9-CONDOMINIUM;215;2005;860.1813953;40.21;12.57;-138656.7077;38629000;208.87
1-01660-7501;2141 2 AVENUE;HARLEM-EAST;R2-CONDOMINIUM;10;1910;650.4;25.3;8.63;-183545.5732;787000;121
1-01661-7501;227 EAST 111 STREET;HARLEM-EAST;R4-CONDOMINIUM;22;2003;1169.136364;34.84;10.77;-102200.3635;4582000;178.14
1-01667-7501;232 EAST 118 STREET;HARLEM-EAST;R4-CONDOMINIUM;12;1910;1018.5;31.66;12.41;-117421.9754;1755000;143.59
1-01674-7501;333 EAST 102 STREET;HARLEM-EAST;R9-CONDOMINIUM;233;2003;1354.746781;30.41;9.5;-88357.76854;49368000;156.4
1-01676-7501;311 EAST 104 STREET;HARLEM-EAST;R2-CONDOMINIUM;12;1900;507.6666667;23.88;8.6;-236002.3435;678000;111.29
1-01676-7504;2019 1 AVENUE;HARLEM-EAST;R4-CONDOMINIUM;41;2007;796.5853659;30.45;11.95;-150540.8569;4518002;138.33
1-01677-7503;319 EAST 105 STREET;HARLEM-EAST;R4-CONDOMINIUM;36;1929;924.4444444;26.25;7.92;-129836.6439;4415008;132.66
1-01680-7501;305 EAST 108 STREET;HARLEM-EAST;R4-CONDOMINIUM;33;1926;1424.181818;20.11;6.2;-84353.61497;4673999;99.45
1-01680-7502;330 EAST 109 STREET;HARLEM-EAST;R4-CONDOMINIUM;28;2007;899.0714286;36.82;9.96;-133741.3263;4979007;197.78
1-01681-7501;2132 2 AVENUE;HARLEM-EAST;R4-CONDOMINIUM;31;2006;1047.83871;36.82;9.96;-114856.5373;6424998;197.8
1-01681-7502;342 EAST 110 STREET;HARLEM-EAST;R4-CONDOMINIUM;35;2007;1099.457143;26.85;7.5;-109562.4756;5381001;139.84
1-01683-7501;324 EAST 112 STREET;HARLEM-EAST;R4-CONDOMINIUM;20;2004;1114.75;36.82;9.96;-108156.418;4409998;197.8
1-01710-7502;450 EAST 117 STREET;HARLEM-EAST;R4-CONDOMINIUM;9;2005;1203.666667;34.84;10.77;-100256.5667;1973999;182.22
1-01710-7503;416 EAST 117 STREET;HARLEM-EAST;R4-CONDOMINIUM;15;2007;1431.466667;32.86;11.57;-84377.52052;3399005;158.3
1-01720-7501;1 MT MORRIS PARK WEST;HARLEM-CENTRAL;R4-CONDOMINIUM;36;1909;1138.527778;19.37;8.96;-106182.5025;3059002;74.63
1-01721-7501;3 WEST 122 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;24;1900;1128.041667;19.37;8.96;-107265.4076;2020998;74.65
1-01724-7501;50 WEST 127 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;23;2005;1397.826087;28.04;12.33;-86640.22718;3636003;113.09
1-01724-7503;2056 5 AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;21;1920;1180.714286;16.15;9.07;-102663.3553;927302;37.4
1-01727-7501;380 LENOX AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;77;2005;1704.376623;29.34;9.52;-71183.92098;19536003;148.86
1-01728-7501;24 WEST 131 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;5;1900;1760;17.49;8.07;-68995.64284;599000;68.07
1-01728-7501;25 WEST 131 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;5;1900;1664;17.49;8.07;-73041.137;566000;68.03
1-01728-7501;32 WEST 132 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;5;1900;1728;17.49;8.07;-70398.47947;588000;68.06
1-01729-7501;55 WEST 131 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;34;1898;835.5294118;19.04;6.46;-145724.0061;2364979;83.25
1-01729-7501;47 WEST 131 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;4;1881;1306;20.68;7.96;-93311.49589;488000;93.42
1-01729-7503;7 WEST 131 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;12;2004;1269.166667;24.84;8.49;-96104.74129;1809000;118.78
1-01736-7501;34 WEST 139 STREET;HARLEM-CENTRAL;RR-CONDOMINIUM;125;2007;963.152;23.71;10.65;-126751.5976;11462000;95.2
1-01745-7501;1825 MADISON AVENUE;HARLEM-CENTRAL;R9-CONDOMINIUM;92;2003;1060.782609;32.86;11.57;-115187.7626;15450000;158.31
1-01745-7502;1465 5 AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;56;2009;925.8035714;28.93;8.87;-132098.5354;7785000;150.16
1-01746-7501;1485 5 AVENUE;HARLEM-CENTRAL;RR-CONDOMINIUM;49;2007;1083.244898;27.98;9.42;-112998.8395;6098000;114.89
1-01746-7501;1485 5 AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;158;2007;1976.449367;32.73;12.69;-61986.68128;46609995;149.26
1-01753-7501;23 EAST 128 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;12;2005;1000;40.25;12.77;-122621.6575;2491999;207.67
1-01753-7502;50 EAST 129 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;18;2004;834.6111111;40.25;12.77;-147050.2566;3119999;207.68
1-01753-7503;2077 5 AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;13;2007;1902.384615;32.86;11.57;-64570.48573;3915001;158.3
1-01753-7504;51 EAST 128 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;13;2008;1067.615385;31.41;9.43;-115159.4675;2275003;163.92
1-01755-7501;69 EAST 130 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;25;2004;1616.72;32.86;11.57;-76113.45177;6398999;158.32
1-01783-7501;249 EAST 118 STREET;HARLEM-EAST;R4-CONDOMINIUM;28;2006;1268.785714;40.25;12.77;-97070.97026;7377001;207.65
1-01785-7501;207 EAST 120 STREET;HARLEM-EAST;R2-CONDOMINIUM;11;1900;1312.727273;25.34;10.64;-93904.02973;1539001;106.58
1-01788-7501;2279 3 AVENUE;HARLEM-EAST;R4-CONDOMINIUM;11;2006;1521.545455;32.86;11.57;-81087.62115;2649998;158.33
1-01788-7502;206 EAST 124 STREET;HARLEM-EAST;R2-CONDOMINIUM;16;1900;755.625;18.06;9.28;-163423.1556;743600;61.51
1-01795-7501;328 EAST 119 STREET;HARLEM-EAST;R4-CONDOMINIUM;20;2008;806.8;34.84;10.77;-153191.3021;2875006;178.17
1-01795-7502;346 EAST 119 STREET;HARLEM-EAST;R4-CONDOMINIUM;11;2007;1093.272727;32.26;11.99;-113149.1347;1764000;146.68
1-01807-7501;414 EAST 120 STREET;HARLEM-EAST;R4-CONDOMINIUM;12;2006;812.0833333;32.86;11.57;-152460.9342;1542999;158.34
1-01820-7501;137 CENTRAL PARK NORTH;HARLEM-CENTRAL;R4-CONDOMINIUM;35;1910;1046.771429;23.71;10.65;-118382.1996;3487998;95.2
1-01820-7502;125 CENTRAL PARK NORTH;HARLEM-CENTRAL;R4-CONDOMINIUM;17;1900;1296.411765;23.71;10.65;-95669.62296;2097999;95.19
1-01820-7503;111 CENTRAL PARK NORTH;HARLEM-CENTRAL;R4-CONDOMINIUM;85;2006;1106.023529;34.47;11.91;-112235.7184;15709016;167.1
1-01821-7502;118 WEST 112 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;24;1915;1003.75;30.26;9.07;-123779.2935;3807000;158.03
1-01823-7501;66 ST NICHOLAS' AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;54;1915;1082.018519;22.64;10.91;-114925.562;4323007;73.99
1-01823-7502;61 LENOX AVENUE;HARLEM-CENTRAL;R4-CONDOMINIUM;15;1900;1237.8;19.37;8.96;-100549.1251;1386000;74.65
1-01825-7501;106 WEST 116 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;32;2006;1795.3125;23.71;10.65;-69385.03884;5469000;95.2
1-01826-7501;1800 ADAM C POWELL BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;35;1911;1389.6;23.71;10.65;-89720.74561;4630002;95.2
1-01826-7502;220 WEST 111 STREET;HARLEM-CENTRAL;R2-CONDOMINIUM;24;1900;772.5;23.71;10.65;-161532.775;1764999;95.2
1-01828-7501;1852 ADAM C POWELL BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;14;1900;1317.714286;19.37;8.96;-94779.41504;1377000;74.64
1-01828-7502;203 WEST 112 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;13;1920;1823.076923;19.37;8.96;-68565.57076;1768999;74.64
1-01828-7503;2072 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R2-CONDOMINIUM;13;1900;528.1538462;23.71;10.65;-236878.7641;654001;95.25
1-01828-7505;2082 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R2-CONDOMINIUM;14;1900;489;25.33;4.83;-256066.5662;873398;127.58
1-01828-7506;261 WEST 112 STREET;HARLEM-CENTRAL;R4-CONDOMINIUM;35;2006;1891.857143;23.71;10.65;-66244.25734;6304012;95.21
1-01829-7501;2098 FRED DOUGLASS BOULEV;HARLEM-CENTRAL;R4-CONDOMINIUM;33;1900;865.4545455;23.71;10.65;-144932.8479;3837433;134.36
